,RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,Percent Change
262,72199,279,32765,zip,FL,FL,Oviedo,"Orlando-Kissimmee-Sanford, FL",Seminole County,-0.499499334406422
263,95817,280,89121,zip,NV,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,-6.564157895369957
265,70791,282,30004,zip,GA,GA,Milton,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,2.878815113576271
266,94799,283,85204,zip,AZ,AZ,Mesa,"Phoenix-Mesa-Chandler, AZ",Maricopa County,-0.8391928850673578
267,79054,284,48197,zip,MI,MI,Ypsilanti,"Ann Arbor, MI",Washtenaw County,1.955076947029675
268,70808,285,30022,zip,GA,GA,Johns Creek,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,0.6101514509347573
269,72460,286,33157,zip,FL,FL,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,8.32631370082276
271,76511,288,43081,zip,OH,OH,Westerville,"Columbus, OH",Franklin County,6.876659828739458
272,399651,289,84096,zip,UT,UT,Herriman,"Salt Lake City, UT",Salt Lake County,-2.888281772287936
273,90795,290,75243,zip,TX,TX,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,1.405474809364438
274,94384,291,84015,zip,UT,UT,Clearfield,"Ogden-Clearfield, UT",Davis County,4.28631840485228
275,95806,292,89110,zip,NV,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,4.508590078332432
276,96018,293,90037,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,9.160847200384325
277,90690,294,75098,zip,TX,TX,Wylie,"Dallas-Fort Worth-Arlington, TX",Collin County,0.619167008454018
278,62022,295,11211,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2.6711223906068007
279,84629,296,60628,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,-0.6448062697902321
280,71864,297,32210,zip,FL,FL,Jacksonville,"Jacksonville, FL",Duval County,4.246034610856376
281,96868,298,92407,zip,CA,CA,San Bernardino,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,2.0773145789762135
283,71038,300,30318,zip,GA,GA,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,-1.6161330410642736
284,87073,301,66061,zip,KS,KS,Olathe,"Kansas City, MO-KS",Johnson County,0.7716442910915137
285,97471,302,93906,zip,CA,CA,Salinas,"Salinas, CA",Monterey County,-0.09584717285830685
286,91860,303,77346,zip,TX,TX,Atascocita,"Houston-The Woodlands-Sugar Land, TX",Harris County,5.519188442838884
287,76534,304,43123,zip,OH,OH,Grove City,"Columbus, OH",Franklin County,2.127749781756207
288,97545,305,94080,zip,CA,CA,South San Francisco,"San Francisco-Oakland-Berkeley, CA",San Mateo County,1.9528844048254737
290,84611,307,60609,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,6.134437812112989
291,70839,308,30058,zip,GA,GA,Lithonia,"Atlanta-Sandy Springs-Alpharetta, GA",Dekalb County,2.653719799114115
292,97003,309,92703,zip,CA,CA,Santa Ana,"Los Angeles-Long Beach-Anaheim, CA",Orange County,2.1473630255389486
293,70874,310,30096,zip,GA,GA,Duluth,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,1.821144525516884
294,71905,311,32259,zip,FL,FL,Saint Johns,"Jacksonville, FL",Saint Johns County,1.5715485178048512
295,77094,312,44256,zip,OH,OH,Medina,"Cleveland-Elyria, OH",Medina County,1.6516532417617933
297,58660,314,2148,zip,MA,MA,Malden,"Boston-Cambridge-Newton, MA-NH",Middlesex County,3.9668376558208687
298,94883,315,85301,zip,AZ,AZ,Glendale,"Phoenix-Mesa-Chandler, AZ",Maricopa County,-1.5141917526199695
299,72622,316,33463,zip,FL,FL,Greenacres,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,8.402682035130235
300,76231,318,42101,zip,KY,KY,Bowling Green,"Bowling Green, KY",Warren County,9.799408806182134
301,72371,319,33033,zip,FL,FL,Homestead,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,3.015077753898697
302,99961,320,98682,zip,WA,WA,Vancouver,"Portland-Vancouver-Hillsboro, OR-WA",Clark County,-1.1905657088966732
303,67010,321,21740,zip,MD,MD,Hagerstown,"Hagerstown-Martinsburg, MD-WV",Washington County,10.42862458213939
304,66683,322,20878,zip,MD,MD,Gaithersburg,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,6.426313649742375
305,95314,323,87120,zip,NM,NM,Albuquerque,"Albuquerque, NM",Bernalillo County,3.5322254897122685
306,70294,324,29072,zip,SC,SC,Lexington,"Columbia, SC",Lexington County,6.200300103825388
308,67657,325,23322,zip,VA,VA,Chesapeake,"Virginia Beach-Norfolk-Newport News, VA-NC",Chesapeake City,6.272021329887092
309,65810,327,19143,zip,PA,PA,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,3.7450154427769062
311,70909,329,30135,zip,GA,GA,Douglasville,"Atlanta-Sandy Springs-Alpharetta, GA",Douglas County,1.5340475897078416
312,94957,330,85383,zip,AZ,AZ,Peoria,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1.8037276235694066
313,96501,331,91761,zip,CA,CA,Ontario,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,-1.849221025839527
314,96572,332,91977,zip,CA,CA,Spring Valley,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,9.65046947287865
315,90645,333,75043,zip,TX,TX,Garland,"Dallas-Fort Worth-Arlington, TX",Dallas County,1.4619129819492034
316,96987,334,92677,zip,CA,CA,Laguna Niguel,"Los Angeles-Long Beach-Anaheim, CA",Orange County,3.1564392852315675
317,93295,335,80219,zip,CO,CO,Denver,"Denver-Aurora-Lakewood, CO",Denver County,6.39297560558631
318,94890,336,85308,zip,AZ,AZ,Glendale,"Phoenix-Mesa-Chandler, AZ",Maricopa County,-1.1625855279713309
319,72234,337,32808,zip,FL,FL,Pine Hills,"Orlando-Kissimmee-Sanford, FL",Orange County,5.21459444185589
320,96962,338,92630,zip,CA,CA,Lake Forest,"Los Angeles-Long Beach-Anaheim, CA",Orange County,-0.6136268824567909
321,98413,339,95758,zip,CA,CA,Elk Grove,"Sacramento-Roseville-Folsom, CA",Sacramento County,-1.9241472776121864
322,75696,340,40475,zip,KY,KY,Richmond,"Richmond-Berea, KY",Madison County,7.262150433840174
323,92003,341,77521,zip,TX,TX,Baytown,"Houston-The Woodlands-Sugar Land, TX",Harris County,3.824077851940884
324,96826,342,92346,zip,CA,CA,Highland,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,2.567538836089984
325,74815,343,38401,zip,TN,TN,Columbia,"Nashville-Davidson--Murfreesboro--Franklin, TN",Maury County,5.378710606033856
326,61169,344,8753,zip,NJ,NJ,Toms River,"New York-Newark-Jersey City, NY-NJ-PA",Ocean County,1.3448159014353571
327,70953,345,30188,zip,GA,GA,Woodstock,"Atlanta-Sandy Springs-Alpharetta, GA",Cherokee County,-1.9210719850775504
328,71895,346,32244,zip,FL,FL,Jacksonville,"Jacksonville, FL",Duval County,2.508442661445116
329,66142,347,20019,zip,DC,DC,Washington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,2.039570266453684
330,74183,348,37122,zip,TN,TN,Mount Juliet,"Nashville-Davidson--Murfreesboro--Franklin, TN",Wilson County,4.329857278449021
331,96221,349,90731,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2.4716437753145564
332,90642,350,75040,zip,TX,TX,Garland,"Dallas-Fort Worth-Arlington, TX",Dallas County,0.1543287829073658
334,69336,352,27406,zip,NC,NC,Greensboro,"Greensboro-High Point, NC",Guilford County,9.452520433678098
336,84460,354,60402,zip,IL,IL,Berwyn,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,7.6104299936211
337,98304,356,95608,zip,CA,CA,Carmichael,"Sacramento-Roseville-Folsom, CA",Sacramento County,2.094537660711364
338,84648,357,60651,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,12.301175897789236
339,72532,358,33313,zip,FL,FL,Lauderhill,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,6.664964881746297
340,70842,359,30062,zip,GA,GA,Marietta,"Atlanta-Sandy Springs-Alpharetta, GA",Cobb County,1.2925184630107789
342,92345,361,78249,zip,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,-0.9089869844785659
344,96728,363,92201,zip,CA,CA,Indio,"Riverside-San Bernardino-Ontario, CA",Riverside County,5.156096346789793
345,69778,364,28215,zip,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,4.233135579319246
346,96917,365,92562,zip,CA,CA,Murrieta,"Riverside-San Bernardino-Ontario, CA",Riverside County,0.250748566642537
347,71719,366,31907,zip,GA,GA,Columbus,"Columbus, GA-AL",Muscogee County,4.779747850167416
348,91883,367,77373,zip,TX,TX,Spring,"Houston-The Woodlands-Sugar Land, TX",Harris County,2.462205138680979
349,91896,368,77386,zip,TX,TX,Spring,"Houston-The Woodlands-Sugar Land, TX",Montgomery County,5.004400069399742
350,61638,369,10024,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,2.9338732038484068
351,72243,370,32818,zip,FL,FL,Orlando,"Orlando-Kissimmee-Sanford, FL",Orange County,3.4089724403237334
352,70482,371,29445,zip,SC,SC,Goose Creek,"Charleston-North Charleston, SC",Berkeley County,9.302306876135573
353,97852,372,94806,zip,CA,CA,Richmond,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,1.9282788439436218
354,79040,373,48180,zip,MI,MI,Taylor,"Detroit-Warren-Dearborn, MI",Wayne County,1.8826048946637863
355,90727,375,75150,zip,TX,TX,Mesquite,"Dallas-Fort Worth-Arlington, TX",Dallas County,1.4773318831183035
356,76953,376,44035,zip,OH,OH,Elyria,"Cleveland-Elyria, OH",Lorain County,-1.8762457869967875
357,96855,377,92392,zip,CA,CA,Victorville,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,1.1612027438568668
358,74185,378,37128,zip,TN,TN,Murfreesboro,"Nashville-Davidson--Murfreesboro--Franklin, TN",Rutherford County,1.923870214798147
359,67247,380,22407,zip,VA,VA,Fredericksburg,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Spotsylvania County,2.9128650697763545
360,96959,381,92627,zip,CA,CA,Costa Mesa,"Los Angeles-Long Beach-Anaheim, CA",Orange County,2.273058843100677
361,98949,382,96818,zip,HI,HI,Honolulu,"Urban Honolulu, HI",Honolulu County,1.2238873335655764
362,97506,383,94015,zip,CA,CA,Daly City,"San Francisco-Oakland-Berkeley, CA",San Mateo County,5.879686553621348
363,95819,384,89123,zip,NV,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,-0.7232244443528193
364,97225,385,93309,zip,CA,CA,Bakersfield,"Bakersfield, CA",Kern County,5.710634058304839
365,72365,386,33027,zip,FL,FL,Miramar,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,2.1265448880535587
366,84621,387,60619,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,-0.33621844647234234
367,61646,388,10032,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,2.9349646819913677
368,94757,389,85041,zip,AZ,AZ,Phoenix,"Phoenix-Mesa-Chandler, AZ",Maricopa County,6.469318476266688
370,90657,391,75056,zip,TX,TX,The Colony,"Dallas-Fort Worth-Arlington, TX",Denton County,-1.1646051995481188
371,76471,393,43026,zip,OH,OH,Hilliard,"Columbus, OH",Franklin County,8.0585387878821
373,66679,395,20874,zip,MD,MD,Germantown,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,8.206698177832799
374,96589,396,92020,zip,CA,CA,El Cajon,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,4.263079108696637
376,91902,398,77396,zip,TX,TX,Humble,"Houston-The Woodlands-Sugar Land, TX",Harris County,0.7491522653064224
377,90226,399,74012,zip,OK,OK,Broken Arrow,"Tulsa, OK",Tulsa County,1.6816668040150855
378,97711,400,94501,zip,CA,CA,Alameda,"San Francisco-Oakland-Berkeley, CA",Alameda County,2.120302731488506
382,94921,405,85345,zip,AZ,AZ,Peoria,"Phoenix-Mesa-Chandler, AZ",Maricopa County,-1.071310828858792
383,73198,406,34744,zip,FL,FL,Kissimmee,"Orlando-Kissimmee-Sanford, FL",Osceola County,2.730351625459906
384,92575,407,78640,zip,TX,TX,Kyle,"Austin-Round Rock-Georgetown, TX",Hays County,0.051637315567512554
386,66785,409,21117,zip,MD,MD,Owings Mills,"Baltimore-Columbia-Towson, MD",Baltimore County,-3.5545246525639542
387,97926,410,95014,zip,CA,CA,Cupertino,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,-0.14336672412743232
388,91885,411,77375,zip,TX,TX,Tomball,"Houston-The Woodlands-Sugar Land, TX",Harris County,2.4796032120396005
389,62027,412,11216,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,1.6527393235925252
390,95844,413,89148,zip,NV,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,-0.07582188110392199
391,96657,414,92115,zip,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,4.750711628966086
392,76539,415,43130,zip,OH,OH,Lancaster,"Columbus, OH",Fairfield County,10.257354796884394
394,72480,417,33178,zip,FL,FL,Doral,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,-1.47437996679196
395,74186,418,37129,zip,TN,TN,Murfreesboro,"Nashville-Davidson--Murfreesboro--Franklin, TN",Rutherford County,0.27742723025755395
396,70658,419,29681,zip,SC,SC,Simpsonville,"Greenville-Anderson, SC",Greenville County,5.697411129530646
397,61214,420,8854,zip,NJ,NJ,Piscataway,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,2.6690679767058927
398,61895,421,10701,zip,NY,NY,Yonkers,"New York-Newark-Jersey City, NY-NJ-PA",Westchester County,5.265921542086548
399,65816,421,19149,zip,PA,PA,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,5.187898217859279
400,61637,423,10023,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,2.5169582779378703
401,74145,424,37064,zip,TN,TN,Franklin,"Nashville-Davidson--Murfreesboro--Franklin, TN",Williamson County,3.7634298379623043
402,97228,425,93313,zip,CA,CA,Bakersfield,"Bakersfield, CA",Kern County,1.3232610880863573
403,60599,426,7093,zip,NJ,NJ,West New York,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,5.296011364247724
404,96922,427,92571,zip,CA,CA,Perris,"Riverside-San Bernardino-Ontario, CA",Riverside County,7.447208173245863
405,71050,428,30331,zip,GA,GA,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA",Fulton County,2.3981269034232997
406,58666,429,2155,zip,MA,MA,Medford,"Boston-Cambridge-Newton, MA-NH",Middlesex County,6.567353560313492
407,92654,430,78745,zip,TX,TX,Austin,"Austin-Round Rock-Georgetown, TX",Travis County,-2.3520718609413787
410,70917,433,30144,zip,GA,GA,Kennesaw,"Atlanta-Sandy Springs-Alpharetta, GA",Cobb County,-0.8558837434397344
411,96000,434,90019,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2.7393233599139655
412,69487,435,27703,zip,NC,NC,Durham,"Durham-Chapel Hill, NC",Durham County,-0.3979375123870369
413,91726,436,77077,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,2.2668860812568172
414,96464,437,91702,zip,CA,CA,Azusa,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,7.432266788327331
416,92349,439,78253,zip,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,-3.163312811501177
417,97215,440,93291,zip,CA,CA,Visalia,"Visalia, CA",Tulare County,0.21852088778229356
418,70878,441,30101,zip,GA,GA,Acworth,"Atlanta-Sandy Springs-Alpharetta, GA",Cobb County,3.1204749219536687
419,61647,442,10033,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,3.626994190692846
420,94749,443,85033,zip,AZ,AZ,Phoenix,"Phoenix-Mesa-Chandler, AZ",Maricopa County,4.511802127253097
421,60081,444,6010,zip,CT,CT,Bristol,"Hartford-East Hartford-Middletown, CT",Hartford County,5.842547727768899
422,70513,445,29485,zip,SC,SC,Summerville,"Charleston-North Charleston, SC",Dorchester County,5.140094304890811
423,90779,446,75227,zip,TX,TX,Dallas,"Dallas-Fort Worth-Arlington, TX",Dallas County,15.441715543187689
424,62048,447,11238,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2.814616326069566
425,74187,448,37130,zip,TN,TN,Murfreesboro,"Nashville-Davidson--Murfreesboro--Franklin, TN",Rutherford County,8.134623747191144
426,69762,449,28173,zip,NC,NC,Waxhaw,"Charlotte-Concord-Gastonia, NC-SC",Union County,2.2220067600769218
427,66242,451,20147,zip,VA,VA,Ashburn,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,3.2647181613175187
428,79398,452,48823,zip,MI,MI,East Lansing,"Lansing-East Lansing, MI",Ingham County,1.3712276228883162
429,90669,453,75071,zip,TX,TX,McKinney,"Dallas-Fort Worth-Arlington, TX",Collin County,-0.562455636464399
430,67655,454,23320,zip,VA,VA,Chesapeake,"Virginia Beach-Norfolk-Newport News, VA-NC",Chesapeake City,2.6837600336478467
431,97952,455,95051,zip,CA,CA,Santa Clara,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,-0.1256578405643336
432,96965,456,92647,zip,CA,CA,Huntington Beach,"Los Angeles-Long Beach-Anaheim, CA",Orange County,1.1881164373681479
433,60560,457,7047,zip,NJ,NJ,North Bergen Township,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,6.113767649462224
434,66787,458,21122,zip,MD,MD,Pasadena,"Baltimore-Columbia-Towson, MD",Anne Arundel County,3.7019258877595074
435,60518,459,7002,zip,NJ,NJ,Bayonne,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,5.276360772329041
436,62121,460,11435,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,6.759835344174051
437,92474,461,78501,zip,TX,TX,McAllen,"McAllen-Edinburg-Mission, TX",Hidalgo County,0.7872091147339897
438,60615,463,7111,zip,NJ,NJ,Irvington,"New York-Newark-Jersey City, NY-NJ-PA",Essex County,5.525529193480317
439,91907,464,77406,zip,TX,TX,Richmond,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,1.6016258792753222
440,72249,465,32825,zip,FL,FL,Orlando,"Orlando-Kissimmee-Sanford, FL",Orange County,-0.018223893519075288
441,97774,466,94568,zip,CA,CA,Dublin,"San Francisco-Oakland-Berkeley, CA",Alameda County,-0.14683513786496863
442,58663,467,2151,zip,MA,MA,Revere,"Boston-Cambridge-Newton, MA-NH",Suffolk County,5.295570676144504
443,92477,468,78504,zip,TX,TX,McAllen,"McAllen-Edinburg-Mission, TX",Hidalgo County,3.981655768223157
444,96898,469,92530,zip,CA,CA,Lake Elsinore,"Riverside-San Bernardino-Ontario, CA",Riverside County,-0.8066748883984386
445,97979,470,95111,zip,CA,CA,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,3.6951883366907663
446,97576,471,94122,zip,CA,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,3.4176237755305703
447,98135,472,95355,zip,CA,CA,Modesto,"Modesto, CA",Stanislaus County,5.929643881995079
448,76597,473,43230,zip,OH,OH,Gahanna,"Columbus, OH",Franklin County,4.598508854894497
449,86717,474,65203,zip,MO,MO,Columbia,"Columbia, MO",Boone County,11.0836120994465
450,96625,475,92071,zip,CA,CA,Santee,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,4.5762321555677685
451,61645,476,10031,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,4.95868824470134
453,92347,478,78251,zip,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,-1.9717586795990765
454,65801,479,19134,zip,PA,PA,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,2.705664081990284
455,70862,480,30083,zip,GA,GA,Stone Mountain,"Atlanta-Sandy Springs-Alpharetta, GA",Dekalb County,-0.7530721973796778
456,89982,481,73160,zip,OK,OK,Moore,"Oklahoma City, OK",Cleveland County,4.898924753584157
457,93133,482,79924,zip,TX,TX,El Paso,"El Paso, TX",El Paso County,7.8221478881837365
458,84541,483,60505,zip,IL,IL,Aurora,"Chicago-Naperville-Elgin, IL-IN-WI",Kane County,4.546404201955396
459,93206,484,80016,zip,CO,CO,Aurora,"Denver-Aurora-Lakewood, CO",Arapahoe County,2.289479144784711
460,95985,485,90004,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,0.6336912060026155
461,74124,486,37040,zip,TN,TN,Clarksville,"Clarksville, TN-KY",Montgomery County,-1.0607493078880945
462,99631,487,98208,zip,WA,WA,Everett,"Seattle-Tacoma-Bellevue, WA",Snohomish County,-0.5714308280755922
463,71342,488,30906,zip,GA,GA,Augusta,"Augusta-Richmond County, GA-SC",Richmond County,10.44157997063753
464,97549,489,94087,zip,CA,CA,Sunnyvale,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,1.560917782387235
465,92597,490,78664,zip,TX,TX,Round Rock,"Austin-Round Rock-Georgetown, TX",Williamson County,-0.15360285355792802
466,62036,491,11225,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,4.154627097289819
467,88757,492,70726,zip,LA,LA,Denham Springs,"Baton Rouge, LA",Livingston Parish,5.018224626319754
468,87019,493,65807,zip,MO,MO,Springfield,"Springfield, MO",Greene County,5.2718292314871755
469,96596,494,92027,zip,CA,CA,Escondido,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,5.699071357741969
470,67181,495,22192,zip,VA,VA,Woodbridge,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,2.5397958866107477
