,RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,Percent Change
904,79607,956,49201,zip,MI,MI,Jackson,"Jackson, MI",Jackson County,14.9214113770433
905,95818,957,89122,zip,NV,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,-1.6689218613462908
906,70892,958,30115,zip,GA,GA,Canton,"Atlanta-Sandy Springs-Alpharetta, GA",Cherokee County,5.757574622627144
908,96653,960,92111,zip,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,4.209870908249255
909,69270,961,27265,zip,NC,NC,High Point,"Greensboro-High Point, NC",Guilford County,4.979970249937118
910,92657,962,78748,zip,TX,TX,Austin,"Austin-Round Rock-Georgetown, TX",Travis County,-4.181160916107665
911,67222,963,22304,zip,VA,VA,Alexandria,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria City,0.0700100368294776
912,97429,964,93720,zip,CA,CA,Fresno,"Fresno, CA",Fresno County,5.112350000991862
915,77007,967,44107,zip,OH,OH,Lakewood,"Cleveland-Elyria, OH",Cuyahoga County,4.9403529366795995
916,69446,968,27606,zip,NC,NC,Raleigh,"Raleigh-Cary, NC",Wake County,5.796006517501018
918,74127,970,37043,zip,TN,TN,Clarksville,"Clarksville, TN-KY",Montgomery County,-0.7711764714410198
919,77664,971,45424,zip,OH,OH,Huber Heights,"Dayton-Kettering, OH",Montgomery County,7.525284083594295
920,92961,972,79424,zip,TX,TX,Lubbock,"Lubbock, TX",Lubbock County,3.1162328235481302
921,71837,973,32174,zip,FL,FL,Ormond Beach,"Deltona-Daytona Beach-Ormond Beach, FL",Volusia County,6.1559710854971845
922,81782,975,54601,zip,WI,WI,La Crosse,"La Crosse-Onalaska, WI-MN",La Crosse County,12.644903724597157
923,66264,976,20176,zip,VA,VA,Leesburg,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,1.327463255339501
925,65895,978,19380,zip,PA,PA,West Chester,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Chester County,5.858445981714825
926,85874,979,63031,zip,MO,MO,Florissant,"St. Louis, MO-IL",Saint Louis County,7.291312279132455
927,71914,979,32303,zip,FL,FL,Tallahassee,"Tallahassee, FL",Leon County,5.738611617672405
928,99341,981,97504,zip,OR,OR,Medford,"Medford, OR",Jackson County,6.468761658885446
929,70983,982,30252,zip,GA,GA,McDonough,"Atlanta-Sandy Springs-Alpharetta, GA",Henry County,1.521750313482094
930,90662,983,75062,zip,TX,TX,Irving,"Dallas-Fort Worth-Arlington, TX",Dallas County,-0.6617381301686276
931,66838,984,21228,zip,MD,MD,Catonsville,"Baltimore-Columbia-Towson, MD",Baltimore County,5.423192126192332
933,81427,987,53711,zip,WI,WI,Madison,"Madison, WI",Dane County,11.38749766905297
934,99137,988,97223,zip,OR,OR,Tigard,"Portland-Vancouver-Hillsboro, OR-WA",Washington County,1.7489871489702984
935,82156,989,55303,zip,MN,MN,Ramsey,"Minneapolis-St. Paul-Bloomington, MN-WI",Anoka County,1.887300442749331
936,85941,990,63123,zip,MO,MO,Affton,"St. Louis, MO-IL",Saint Louis County,5.17660367258402
937,94796,991,85201,zip,AZ,AZ,Mesa,"Phoenix-Mesa-Chandler, AZ",Maricopa County,-1.8725078057662552
938,75630,992,40324,zip,KY,KY,Georgetown,"Lexington-Fayette, KY",Scott County,9.798393733001856
939,97078,993,92886,zip,CA,CA,Yorba Linda,"Los Angeles-Long Beach-Anaheim, CA",Orange County,5.615785184180655
940,70295,994,29073,zip,SC,SC,Lexington,"Columbia, SC",Lexington County,7.450671139914478
941,96668,995,92127,zip,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,4.526886537221174
942,96629,996,92078,zip,CA,CA,San Marcos,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,4.340244276780276
943,96206,997,90703,zip,CA,CA,Cerritos,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2.7818035126269463
944,96743,998,92234,zip,CA,CA,Cathedral City,"Riverside-San Bernardino-Ontario, CA",Riverside County,5.406247277472399
946,91689,1000,77040,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,2.518243536697488
949,70871,1003,30093,zip,GA,GA,Norcross,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,0.35388831165704693
950,74003,1004,36695,zip,AL,AL,Mobile,"Mobile, AL",Mobile County,7.948767273859958
951,99013,1005,97007,zip,OR,OR,Beaverton,"Portland-Vancouver-Hillsboro, OR-WA",Washington County,-1.7894071382432244
953,91713,1007,77064,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,3.387758822355168
954,96618,1008,92064,zip,CA,CA,Poway,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,6.332397562451439
956,98067,1010,95240,zip,CA,CA,Lodi,"Stockton, CA",San Joaquin County,-0.5982648407517214
957,99491,1011,98003,zip,WA,WA,Federal Way,"Seattle-Tacoma-Bellevue, WA",King County,0.4936241304452961
958,96027,1012,90046,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,-0.5576139175046112
959,65863,1013,19335,zip,PA,PA,Downingtown,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Chester County,2.636654638383872
960,91463,1014,76542,zip,TX,TX,Killeen,"Killeen-Temple, TX",Bell County,0.5644865374769608
961,83139,1015,57106,zip,SD,SD,Sioux Falls,"Sioux Falls, SD",Minnehaha County,2.3241127699067725
962,66834,1016,21224,zip,MD,MD,Baltimore,"Baltimore-Columbia-Towson, MD",Baltimore City,5.791749851507951
963,91212,1017,76051,zip,TX,TX,Grapevine,"Dallas-Fort Worth-Arlington, TX",Tarrant County,0.869424225470395
964,94352,1018,83854,zip,ID,ID,Post Falls,"Coeur d'Alene, ID",Kootenai County,0.3160358227946658
965,89319,1019,72034,zip,AR,AR,Conway,"Little Rock-North Little Rock-Conway, AR",Faulkner County,4.738630185222585
966,96995,1019,92691,zip,CA,CA,Mission Viejo,"Los Angeles-Long Beach-Anaheim, CA",Orange County,4.254638428354692
967,97226,1021,93311,zip,CA,CA,Bakersfield,"Bakersfield, CA",Kern County,-0.3958570207303444
968,97220,1022,93304,zip,CA,CA,Bakersfield,"Bakersfield, CA",Kern County,-0.3543999354907676
969,94953,1023,85379,zip,AZ,AZ,Surprise,"Phoenix-Mesa-Chandler, AZ",Maricopa County,0.7541352182372817
971,62016,1025,11205,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2.7574347320553247
972,95771,1026,89032,zip,NV,NV,North Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,0.263082976566462
973,70022,1026,28546,zip,NC,NC,Jacksonville,"Jacksonville, NC",Onslow County,-1.8079774419443109
974,66668,1028,20854,zip,MD,MD,Potomac,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,8.431930662281474
975,98004,1028,95136,zip,CA,CA,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,0.7746021686162451
976,97548,1030,94086,zip,CA,CA,Sunnyvale,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,-3.1689753364291446
977,89707,1031,72701,zip,AR,AR,Fayetteville,"Fayetteville-Springdale-Rogers, AR",Washington County,5.910684732977107
979,69779,1033,28216,zip,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,3.592392004449396
981,70844,1035,30064,zip,GA,GA,Marietta,"Atlanta-Sandy Springs-Alpharetta, GA",Cobb County,0.7962464840297692
983,58945,1037,2860,zip,RI,RI,Pawtucket,"Providence-Warwick, RI-MA",Providence County,7.4905154012119795
984,72718,1038,33615,zip,FL,FL,Town 'n' Country,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,1.9575931963670128
985,98118,1039,95336,zip,CA,CA,Manteca,"Stockton, CA",San Joaquin County,-1.4841507916079233
986,71915,1040,32304,zip,FL,FL,Tallahassee,"Tallahassee, FL",Leon County,8.428355519874756
987,70875,1041,30097,zip,GA,GA,Duluth,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,2.815079807565414
988,73162,1042,34668,zip,FL,FL,Port Richey,"Tampa-St. Petersburg-Clearwater, FL",Pasco County,5.3678361716900085
989,93309,1043,80233,zip,CO,CO,Thornton,"Denver-Aurora-Lakewood, CO",Adams County,0.5232716055119413
990,399655,1044,85286,zip,AZ,AZ,Chandler,"Phoenix-Mesa-Chandler, AZ",Maricopa County,0.007236343388284522
992,72161,1047,32712,zip,FL,FL,Apopka,"Orlando-Kissimmee-Sanford, FL",Orange County,5.105757398847159
993,99947,1048,98661,zip,WA,WA,Vancouver,"Portland-Vancouver-Hillsboro, OR-WA",Clark County,2.35509994407907
994,72540,1049,33321,zip,FL,FL,Tamarac,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,3.131967634461582
996,79044,1050,48185,zip,MI,MI,Westland,"Detroit-Warren-Dearborn, MI",Wayne County,2.9867528010698674
997,73220,1052,34786,zip,FL,FL,Windermere,"Orlando-Kissimmee-Sanford, FL",Orange County,0.8761513278002838
998,67723,1053,23455,zip,VA,VA,Virginia Beach,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach City,3.5130675273549024
999,82230,1054,55379,zip,MN,MN,Shakopee,"Minneapolis-St. Paul-Bloomington, MN-WI",Scott County,4.274676577845262
1000,69491,1055,27707,zip,NC,NC,Durham,"Durham-Chapel Hill, NC",Durham County,3.924903214556031
1001,65369,1056,18104,zip,PA,PA,Allentown,"Allentown-Bethlehem-Easton, PA-NJ",Lehigh County,4.3129784467662535
1002,87190,1057,66502,zip,KS,KS,Manhattan,"Manhattan, KS",Riley County,2.0589991397598424
1003,67590,1058,23188,zip,VA,VA,Williamsburg,"Virginia Beach-Norfolk-Newport News, VA-NC",James City County,7.63287171749782
1004,93315,1059,80239,zip,CO,CO,Denver,"Denver-Aurora-Lakewood, CO",Denver County,4.702526441478614
1005,94430,1060,84065,zip,UT,UT,Riverton,"Salt Lake City, UT",Salt Lake County,8.949946406800379
1006,70377,1061,29223,zip,SC,SC,Columbia,"Columbia, SC",Richland County,6.748646253795959
1007,90613,1062,75006,zip,TX,TX,Carrollton,"Dallas-Fort Worth-Arlington, TX",Dallas County,0.1400571692438011
1008,96669,1063,92128,zip,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,4.069646307286068
1009,92013,1064,77539,zip,TX,TX,Dickinson,"Houston-The Woodlands-Sugar Land, TX",Galveston County,3.580666682828424
1010,81289,1065,53209,zip,WI,WI,Milwaukee,"Milwaukee-Waukesha, WI",Milwaukee County,7.091295091460287
1011,94142,1066,83401,zip,ID,ID,Idaho Falls,"Idaho Falls, ID",Bonneville County,0.9029664009860211
1012,99527,1067,98042,zip,WA,WA,Covington,"Seattle-Tacoma-Bellevue, WA",King County,2.330569221890406
1013,77940,1069,46060,zip,IN,IN,Noblesville,"Indianapolis-Carmel-Anderson, IN",Hamilton County,0.506010725884089
1014,69372,1070,27513,zip,NC,NC,Cary,"Raleigh-Cary, NC",Wake County,-1.5214727307975264
1015,96341,1071,91306,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,5.237756229047999
1016,61186,1072,8816,zip,NJ,NJ,East Brunswick,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,7.17023413984809
1017,72261,1073,32837,zip,FL,FL,Orlando,"Orlando-Kissimmee-Sanford, FL",Orange County,-4.410414330503168
1018,97365,1074,93619,zip,CA,CA,Clovis,"Fresno, CA",Fresno County,3.30284311760059
1020,72494,1076,33193,zip,FL,FL,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,1.9137640893118049
1021,92653,1077,78744,zip,TX,TX,Austin,"Austin-Round Rock-Georgetown, TX",Travis County,-4.8044393776510725
1022,60563,1078,7052,zip,NJ,NJ,West Orange,"New York-Newark-Jersey City, NY-NJ-PA",Essex County,6.617530556579762
1023,422746,1080,75033,zip,TX,TX,Frisco,"Dallas-Fort Worth-Arlington, TX",Denton County,-3.5990810180367907
1024,76599,1081,43232,zip,OH,OH,Columbus,"Columbus, OH",Franklin County,5.622791896358846
1025,58661,1082,2149,zip,MA,MA,Everett,"Boston-Cambridge-Newton, MA-NH",Middlesex County,6.89456803230599
1028,97766,1085,94560,zip,CA,CA,Newark,"San Francisco-Oakland-Berkeley, CA",Alameda County,2.6663031289291443
1030,69489,1087,27705,zip,NC,NC,Durham,"Durham-Chapel Hill, NC",Durham County,4.00713853212143
1032,93596,1089,80918,zip,CO,CO,Colorado Springs,"Colorado Springs, CO",El Paso County,1.4857692229535626
1034,97505,1091,94014,zip,CA,CA,Daly City,"San Francisco-Oakland-Berkeley, CA",San Mateo County,2.6386121676601664
1035,60639,1092,7302,zip,NJ,NJ,Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,3.5266812415679536
1036,69375,1093,27516,zip,NC,NC,Carrboro,"Durham-Chapel Hill, NC",Orange County,6.4929747279847865
1037,60641,1094,7304,zip,NJ,NJ,Jersey City,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,7.057385254546953
1038,70824,1095,30039,zip,GA,GA,Snellville,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,0.9271803287095256
1039,75568,1096,40214,zip,KY,KY,Louisville,"Louisville/Jefferson County, KY-IN",Jefferson County,5.6129335902651185
1040,71832,1097,32164,zip,FL,FL,Palm Coast,"Deltona-Daytona Beach-Ormond Beach, FL",Flagler County,1.2321090443801177
1041,94745,1098,85029,zip,AZ,AZ,Phoenix,"Phoenix-Mesa-Chandler, AZ",Maricopa County,-3.089525642028809
1042,88043,1099,68516,zip,NE,NE,Lincoln,"Lincoln, NE",Lancaster County,8.125832417734667
1044,74166,1101,37087,zip,TN,TN,Lebanon,"Nashville-Davidson--Murfreesboro--Franklin, TN",Wilson County,1.9933224472750606
1045,69773,1102,28210,zip,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,0.6005976449203181
1046,399658,1103,85295,zip,AZ,AZ,Gilbert,"Phoenix-Mesa-Chandler, AZ",Maricopa County,0.8811451509476419
1047,399730,1104,84081,zip,UT,UT,West Jordan,"Salt Lake City, UT",Salt Lake County,4.597297228448113
1048,96582,1105,92009,zip,CA,CA,Carlsbad,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,4.858643131520714
1050,84644,1107,60645,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,9.29532076001706
1052,83942,1109,59102,zip,MT,MT,Billings,"Billings, MT",Yellowstone County,1.6892988382543106
1053,82189,1110,55337,zip,MN,MN,Burnsville,"Minneapolis-St. Paul-Bloomington, MN-WI",Dakota County,-1.0800024972884121
1054,97753,1111,94546,zip,CA,CA,Castro Valley,"San Francisco-Oakland-Berkeley, CA",Alameda County,0.30166056145169584
1055,98451,1112,95843,zip,CA,CA,Antelope,"Sacramento-Roseville-Folsom, CA",Sacramento County,-0.9737310665161527
1056,84378,1113,60126,zip,IL,IL,Elmhurst,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,3.2459907281388034
1057,62047,1114,11237,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,2.661258745038635
1058,92491,1115,78541,zip,TX,TX,Edinburg,"McAllen-Edinburg-Mission, TX",Hidalgo County,5.780517188717572
1059,97760,1116,94553,zip,CA,CA,Martinez,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,-0.9904820688429267
1060,99251,1117,97401,zip,OR,OR,Eugene,"Eugene-Springfield, OR",Lane County,0.9269258424565018
1061,99519,1118,98034,zip,WA,WA,Kirkland,"Seattle-Tacoma-Bellevue, WA",King County,-1.135874305933997
1062,67587,1119,23185,zip,VA,VA,Williamsburg,"Virginia Beach-Norfolk-Newport News, VA-NC",Williamsburg City,12.15387103154441
1063,79740,1120,49423,zip,MI,MI,Holland,"Holland, MI",Allegan County,5.4178808707773225
1064,84643,1121,60644,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,0.8537612573569119
1065,72259,1122,32835,zip,FL,FL,Orlando,"Orlando-Kissimmee-Sanford, FL",Orange County,-1.6989070743603216
1066,65943,1123,19464,zip,PA,PA,Pottstown,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Montgomery County,9.170388591189457
1067,72429,1124,33126,zip,FL,FL,Miami,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,8.445052406367193
1068,90045,1125,73505,zip,OK,OK,Lawton,"Lawton, OK",Comanche County,3.6485277507945955
1070,84637,1127,60637,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,3.5420814241146616
1071,81422,1128,53704,zip,WI,WI,Madison,"Madison, WI",Dane County,10.492880685289943
1072,78449,1129,47130,zip,IN,IN,Jeffersonville,"Louisville/Jefferson County, KY-IN",Clark County,9.223086365258066
1073,71343,1130,30907,zip,GA,GA,Martinez,"Augusta-Richmond County, GA-SC",Columbia County,3.4259801072727685
1075,96844,1131,92374,zip,CA,CA,Redlands,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,2.05955073230429
1076,70970,1133,30228,zip,GA,GA,Hampton,"Atlanta-Sandy Springs-Alpharetta, GA",Henry County,5.947004786470583
1079,97958,1136,95060,zip,CA,CA,Santa Cruz,"Santa Cruz-Watsonville, CA",Santa Cruz County,6.665025206667259
1080,72713,1136,33610,zip,FL,FL,East Lake-Orient Park,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,2.0649252218531493
1081,65368,1138,18103,zip,PA,PA,Allentown,"Allentown-Bethlehem-Easton, PA-NJ",Lehigh County,5.033882872311739
1082,97920,1139,95008,zip,CA,CA,Campbell,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,0.4990773279707355
1083,62086,1140,11374,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,5.453542727280791
1084,66828,1141,21218,zip,MD,MD,Baltimore,"Baltimore-Columbia-Towson, MD",Baltimore City,4.508321178684358
1085,72543,1142,33324,zip,FL,FL,Plantation,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,2.8781288711324606
1086,96646,1143,92104,zip,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,5.485195637082137
1087,99255,1144,97405,zip,OR,OR,Eugene,"Eugene-Springfield, OR",Lane County,5.433662732315217
1089,72354,1146,33016,zip,FL,FL,Hialeah,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,6.473746198627987
1092,97758,1150,94551,zip,CA,CA,Livermore,"San Francisco-Oakland-Berkeley, CA",Alameda County,2.7977489257815993
1093,96664,1151,92122,zip,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,-0.4641141012691021
1094,72103,1152,32608,zip,FL,FL,Gainesville,"Gainesville, FL",Alachua County,3.6977981474465778
1095,65811,1153,19144,zip,PA,PA,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,0.5081251169537395
1096,96046,1154,90065,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,3.4288329850520376
1097,90646,1155,75044,zip,TX,TX,Garland,"Dallas-Fort Worth-Arlington, TX",Dallas County,-1.9993524275744978
1099,90316,1157,74133,zip,OK,OK,Tulsa,"Tulsa, OK",Tulsa County,2.2644681956884716
1100,94165,1158,83440,zip,ID,ID,Rexburg,"Rexburg, ID",Madison County,2.3310916161029946
1101,70929,1159,30157,zip,GA,GA,Dallas,"Atlanta-Sandy Springs-Alpharetta, GA",Paulding County,2.199880942185232
1106,73596,1164,35758,zip,AL,AL,Madison,"Huntsville, AL",Madison County,-0.5864203917955295
1108,85992,1166,63303,zip,MO,MO,Saint Charles,"St. Louis, MO-IL",Saint Charles County,3.885356175429734
1109,96996,1167,92692,zip,CA,CA,Mission Viejo,"Los Angeles-Long Beach-Anaheim, CA",Orange County,2.4453723473672766
1110,97807,1168,94605,zip,CA,CA,Oakland,"San Francisco-Oakland-Berkeley, CA",Alameda County,2.6472808364750673
1111,60322,1169,6457,zip,CT,CT,Middletown,"Hartford-East Hartford-Middletown, CT",Middlesex County,13.195126025497519
1112,72720,1171,33617,zip,FL,FL,Temple Terrace,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,2.2213817352720886
1114,94880,1173,85296,zip,AZ,AZ,Gilbert,"Phoenix-Mesa-Chandler, AZ",Maricopa County,0.2142136624888282
1115,91852,1173,77338,zip,TX,TX,Humble,"Houston-The Woodlands-Sugar Land, TX",Harris County,11.809070502871204
1116,61805,1175,10465,zip,NY,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,1.6956820140155533
1117,98953,1176,96822,zip,HI,HI,Honolulu,"Urban Honolulu, HI",Honolulu County,2.879415450685881
1118,69444,1177,27604,zip,NC,NC,Raleigh,"Raleigh-Cary, NC",Wake County,3.6401220588220817
1120,74056,1180,36830,zip,AL,AL,Auburn,"Auburn-Opelika, AL",Lee County,4.671511505285995
1122,60916,1182,8021,zip,NJ,NJ,Lindenwold,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden County,0.7391613356107875
1123,72717,1183,33614,zip,FL,FL,Egypt Lake-Leto,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,-1.3307662286010522
1124,70817,1185,30032,zip,GA,GA,Decatur,"Atlanta-Sandy Springs-Alpharetta, GA",Dekalb County,1.7009040680981486
1125,99092,1186,97123,zip,OR,OR,Hillsboro,"Portland-Vancouver-Hillsboro, OR-WA",Washington County,0.7797437928806242
1127,99589,1189,98133,zip,WA,WA,Shoreline,"Seattle-Tacoma-Bellevue, WA",King County,0.7252754398426476
1128,72182,1190,32738,zip,FL,FL,Deltona,"Deltona-Daytona Beach-Ormond Beach, FL",Volusia County,1.345924908298687
1129,96038,1191,90057,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2.6685545685326804
1130,94819,1192,85224,zip,AZ,AZ,Chandler,"Phoenix-Mesa-Chandler, AZ",Maricopa County,-0.6015551614137888
1131,97107,1193,93036,zip,CA,CA,Oxnard,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,0.9996491921278056
1132,90687,1194,75093,zip,TX,TX,Plano,"Dallas-Fort Worth-Arlington, TX",Collin County,-1.1674921349210023
1133,94807,1195,85212,zip,AZ,AZ,Mesa,"Phoenix-Mesa-Chandler, AZ",Maricopa County,-1.0346636715803956
1134,69209,1196,27106,zip,NC,NC,Winston-Salem,"Winston-Salem, NC",Forsyth County,4.700631606735496
1135,66744,1197,21043,zip,MD,MD,Ellicott City,"Baltimore-Columbia-Towson, MD",Howard County,3.7230764248477786
1136,97693,1198,94303,zip,CA,CA,East Palo Alto,"San Francisco-Oakland-Berkeley, CA",San Mateo County,4.961988692424856
1138,90628,1200,75023,zip,TX,TX,Plano,"Dallas-Fort Worth-Arlington, TX",Collin County,-4.096767357776124
1139,70383,1201,29229,zip,SC,SC,Columbia,"Columbia, SC",Richland County,4.339374180750215
1140,86716,1203,65202,zip,MO,MO,Columbia,"Columbia, MO",Boone County,12.01293751912409
1141,77529,1204,45238,zip,OH,OH,Cincinnati,"Cincinnati, OH-KY-IN",Hamilton County,0.9418592936550612
1142,60944,1205,8053,zip,NJ,NJ,Evesham Township,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Burlington County,4.451585131865052
1143,91730,1206,77081,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,-0.7587334659124001
1145,98369,1209,95678,zip,CA,CA,Roseville,"Sacramento-Roseville-Folsom, CA",Placer County,0.6935386205185667
1147,60884,1211,7960,zip,NJ,NJ,Morristown,"New York-Newark-Jersey City, NY-NJ-PA",Morris County,4.383893858312215
1148,98431,1211,95822,zip,CA,CA,Sacramento,"Sacramento-Roseville-Folsom, CA",Sacramento County,-1.1013469893075385
1149,96014,1213,90033,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,3.867547060406325
1150,78483,1215,47201,zip,IN,IN,Columbus,"Columbus, IN",Bartholomew County,5.96439839529563
1151,99636,1216,98223,zip,WA,WA,Arlington,"Seattle-Tacoma-Bellevue, WA",Snohomish County,4.010441875419132
1152,99827,1217,98501,zip,WA,WA,Olympia,"Olympia-Lacey-Tumwater, WA",Thurston County,2.4399534581675724
1154,98306,1219,95610,zip,CA,CA,Citrus Heights,"Sacramento-Roseville-Folsom, CA",Sacramento County,-0.29158473645710603
1155,96623,1220,92069,zip,CA,CA,San Marcos,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,5.644552259288255
1156,86022,1221,63368,zip,MO,MO,O Fallon,"St. Louis, MO-IL",Saint Charles County,4.277288400870143
1158,95057,1223,85719,zip,AZ,AZ,Tucson,"Tucson, AZ",Pima County,1.6766934670901426
1159,417442,1224,85138,zip,AZ,AZ,Maricopa,"Phoenix-Mesa-Chandler, AZ",Pinal County,0.9503685725114421
1160,96858,1225,92395,zip,CA,CA,Victorville,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,0.02287877162836407
1161,95914,1227,89436,zip,NV,NV,Sparks,"Reno, NV",Washoe County,-3.2179222528526505
1163,72173,1229,32725,zip,FL,FL,Deltona,"Deltona-Daytona Beach-Ormond Beach, FL",Volusia County,3.111936211548877
1164,90741,1230,75165,zip,TX,TX,Waxahachie,"Dallas-Fort Worth-Arlington, TX",Ellis County,2.804068334119444
1165,69242,1231,27215,zip,NC,NC,Burlington,"Burlington, NC",Alamance County,2.344294091766307
1167,89903,1234,73072,zip,OK,OK,Norman,"Oklahoma City, OK",Cleveland County,4.924776303140489
1169,92354,1236,78258,zip,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,2.4143937536839037
1170,70592,1237,29607,zip,SC,SC,Greenville,"Greenville-Anderson, SC",Greenville County,-0.19511766550278328
1171,93252,1238,80123,zip,CO,CO,Denver,"Denver-Aurora-Lakewood, CO",Denver County,3.3349636736909565
1172,67427,1239,22903,zip,VA,VA,Charlottesville,"Charlottesville, VA",Albemarle County,5.5897269724806735
1173,97379,1240,93635,zip,CA,CA,Los Banos,"Merced, CA",Merced County,0.9045757843569446
1174,72481,1241,33179,zip,FL,FL,Ives Estates,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,1.9246797061706202
1175,94870,1242,85281,zip,AZ,AZ,Tempe,"Phoenix-Mesa-Chandler, AZ",Maricopa County,-1.7069494027163894
1176,96008,1243,90027,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2.0051229524227496
1177,97035,1244,92821,zip,CA,CA,Brea,"Los Angeles-Long Beach-Anaheim, CA",Orange County,-0.8101798476888435
1179,72465,1245,33162,zip,FL,FL,North Miami Beach,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,4.177740414829161
1180,73385,1247,35215,zip,AL,AL,Center Point,"Birmingham-Hoover, AL",Jefferson County,6.553122722174734
1182,99639,1249,98226,zip,WA,WA,Bellingham,"Bellingham, WA",Whatcom County,7.348478035601187
1183,65812,1250,19145,zip,PA,PA,Philadelphia,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia County,5.552923515262392
1186,73197,1253,34743,zip,FL,FL,Kissimmee,"Orlando-Kissimmee-Sanford, FL",Osceola County,5.499014153795273
1187,70906,1254,30132,zip,GA,GA,Dallas,"Atlanta-Sandy Springs-Alpharetta, GA",Paulding County,1.9075681347218048
